Melanin,Haemoglobin,Thickness_cm,BloodOxygenation,MelaninTypeRatio
2.421019359518202796e-01,9.120392891866242746e-02,1.101715495734091263e-02,9.448917096542516214e-01,7.538496645773937743e-01
5.529586682117896418e-02,1.678346126330138299e-01,1.348704121909524017e-02,9.716534561618466181e-01,7.431013987954142586e-01
3.234018913598597500e-01,1.585129660269304214e-02,1.446260091897072150e-02,9.377035241055515780e-01,7.748493100974916947e-01
2.187934319111027037e-01,1.604141503889606746e-01,1.082944856133476012e-02,9.437259781112186108e-01,7.767025171163083330e-01
3.113520570338558779e-01,8.429615815987508143e-03,2.080900846290056894e-02,9.163671119222034367e-01,7.446552910959405303e-01
3.739562237308866610e-01,6.585932370877437339e-03,9.464882889701129592e-03,9.679630456321379750e-01,7.307542074425432688e-01
2.708186993628313721e-01,9.280183459447491345e-02,1.893034626598226119e-02,9.076924749234793754e-01,7.871012403517776423e-01
2.637364722496148839e-01,4.503696664644971093e-02,2.203536631184194877e-02,9.990512160880481440e-01,7.701896203778476613e-01
3.247106567436018332e-01,1.191500226942995982e-01,1.707396478319172725e-02,9.143737577169616104e-01,7.823637492451367415e-01
3.624131956231942953e-01,6.137581848082616746e-03,1.208317851785641744e-02,9.382978396118426545e-01,7.993761347410990314e-01
3.738240743128341537e-01,8.042518930232727889e-03,8.757824843933026751e-03,9.237780632898281441e-01,7.105258681649768704e-01
1.662855394795693942e-02,1.457025507382161689e-01,7.686923888073919978e-03,9.290658125983841664e-01,7.575401993436126080e-01
2.396056373262516193e-01,4.282286733597002321e-02,1.988349478298123349e-02,9.322453249304064604e-01,7.532101722847367453e-01
9.377953390314956728e-02,1.316270076084860019e-01,1.438263995167032155e-02,9.718336639054379056e-01,6.761214069999200715e-01
3.700883871453850560e-01,1.502345101386509674e-01,5.926391023347353168e-03,9.176749273154448661e-01,7.454822899539564895e-01
2.791626069522419318e-01,1.280690197926851945e-02,2.467679013885240580e-02,9.263856542179340625e-01,7.142133913818355939e-01
1.812754435049159507e-01,1.541810369383836143e-01,1.842606365977980318e-02,9.101206090270443916e-01,7.175953385170567023e-01
8.169671386405970293e-02,5.441582237429592322e-02,2.188365102853954622e-02,9.331459998714076720e-01,6.770206984781085291e-01
1.464411355196055531e-01,7.851964568174990555e-02,1.376377342634023046e-02,9.941241743360521577e-01,7.617109019203953668e-01
3.029206309577563427e-01,1.824119926676802395e-02,2.410877241616049896e-02,9.380108982683337260e-01,7.546911484517384583e-01
8.867024489579304614e-02,1.678873666896057160e-01,8.990500418482545719e-03,9.777338304046532258e-01,7.298435208503245564e-01
4.114708355016191005e-02,1.125850284788270372e-01,8.702722458776322029e-03,9.461703938000094460e-01,6.735078786838732956e-01
3.819643372796193703e-01,1.014283902915872754e-01,2.280669469540717864e-02,9.449599684312031123e-01,7.335297178035690147e-01
3.288462399698701133e-01,1.937424073696483728e-01,2.283434128011456454e-02,9.823970944003415084e-01,6.650200133220530718e-01
8.671202525233888403e-02,6.756664622819348598e-02,1.498038970998084515e-02,9.026819453573774465e-01,7.009058039213384994e-01
1.264016521314664243e-01,1.782650780088625153e-01,7.515727107079572464e-03,9.864886499209479798e-01,7.058536764189069501e-01
4.180181059891499573e-01,1.442178883318562532e-01,1.110432916406543791e-02,9.485208451600186663e-01,7.825138088810967840e-01
3.048111448196613726e-01,1.857770990345955497e-01,2.008304676068935549e-02,9.351127185184059387e-01,7.123343113166578089e-01
2.629139398077308121e-01,1.816526084997295010e-01,2.191983816002606930e-02,9.906834950958900432e-01,7.397704802938696034e-01
1.329726202469519170e-01,1.982149312001878771e-01,1.195309495489634173e-02,9.339859351773535101e-01,7.812168481855976676e-01
1.293246868474380307e-01,2.720367365539435797e-02,6.224673636337356951e-03,9.977697355086195818e-01,7.138639158133445184e-01
1.795563241810886959e-02,1.594072620262274309e-01,1.831453363145561092e-02,9.936356499282954502e-01,7.825555280106097911e-01
3.135187209009285825e-01,1.610943766345531436e-01,1.978994082876587082e-02,9.267923212216742090e-01,6.704691968789959766e-01
1.952217154940346505e-02,1.292303321075188860e-01,1.348029351727385305e-02,9.340602719823681843e-01,7.047264735739939834e-01
3.083797906452706399e-03,5.649333068940220332e-02,1.666195223235738751e-02,9.812167546017052100e-01,6.642090873599697520e-01
3.139533926923600560e-01,1.930645060540347180e-01,2.474742995048166694e-02,9.195610082264726870e-01,7.341394443921926971e-01
4.080668418169747791e-01,4.168000544015170589e-02,9.899971987193188772e-03,9.731951564071522620e-01,7.935923090611703978e-01
3.255398074750162074e-01,1.004155002933293656e-01,1.645955387598501893e-02,9.129151147008522926e-01,7.485427752981897997e-01
2.033336417778584537e-01,1.047759354510180707e-01,1.721920827125284978e-02,9.205605526745965772e-01,7.439113426023122866e-01
2.095134120616145290e-01,3.320403962237172824e-02,1.598214392048926194e-02,9.500505809588667416e-01,6.917237948364707290e-01
1.881025253164661792e-01,1.447832356443149449e-01,2.238259115887591619e-02,9.745881726816423285e-01,7.896660137934683465e-01
1.402721331903331314e-01,1.868456567186771444e-02,1.710015063844232824e-02,9.739428643551182319e-01,7.207302177163542600e-01
2.248153978857254376e-01,1.389264579904954944e-01,1.515780044782579980e-02,9.608922272246744889e-01,6.900503079568729436e-01
1.859637606135383647e-01,1.698744837618367531e-01,7.460300533223463218e-03,9.272112673895905877e-01,7.981549970649511883e-01
2.576140205374923275e-01,7.052988859139751321e-02,1.906418398586851026e-02,9.415377864143419373e-01,7.134685900692109284e-01
3.862935145349695176e-01,1.421747409112408544e-01,7.642147229894007653e-03,9.246214266584160679e-01,7.057248473614317064e-01
4.278590400319146059e-01,3.219802762142211228e-02,5.531397867284473802e-03,9.277017425040796628e-01,6.552441900948251519e-01
3.478087135977144667e-02,1.693438512891228542e-01,1.477062326126924591e-02,9.323224020698566150e-01,6.767442459717024628e-01
1.660292097717154525e-01,1.904543080120917331e-01,1.644890544295464843e-02,9.598847711033522412e-01,7.713787032608421246e-01
7.852295798396126403e-02,3.138604500645560819e-02,2.498108122747760146e-02,9.207594888551166035e-01,7.224042656903225668e-01
1.520596833140539506e-01,1.386800353204941105e-01,1.924653588910572866e-02,9.042569519184098237e-01,7.932312090387790837e-01
1.243259249572734593e-01,1.016603882147486398e-01,2.197180640455154849e-02,9.692454651799162768e-01,6.625828704835372562e-01
7.587642946789217857e-02,1.067683670346433605e-01,1.192776078061510633e-02,9.021806400605820730e-01,7.423915163597647471e-01
3.287886269177335841e-01,1.415914540015369705e-01,1.517829365159934982e-02,9.970784817859068561e-01,7.579976221314973506e-01
2.139078706737421731e-01,9.825935936795102132e-02,2.448537981323711116e-02,9.350285510246670873e-01,7.431774689696906133e-01
3.953563547711898551e-01,1.204649520115256417e-01,1.334777104285552601e-02,9.006581372319182321e-01,7.294816340188783332e-01
1.498215815296921605e-02,4.694930286286406323e-02,2.114580849604768067e-02,9.884585311414521014e-01,7.367447480508066970e-01
2.973356763362367677e-02,7.632281270123743300e-02,1.551978235488992233e-02,9.599804533336827594e-01,7.534324387064630368e-01
1.740043670771176110e-01,1.731828296642289045e-01,9.479237030601281658e-03,9.817392294841006395e-01,7.794895315456293883e-01
3.543897045333192775e-02,2.287059981802873690e-02,1.660837274421765597e-02,9.435024715635965675e-01,7.004516966427029034e-01
1.137109968619635786e-01,1.199174769257943390e-01,9.361240567406430707e-03,9.354181883013933385e-01,7.189481120662502001e-01
4.240067597798715116e-01,3.767312538474315575e-02,5.060539797514822594e-03,9.655189443047930142e-01,7.453864379925756456e-01
9.064367161089943725e-02,1.694613799867510373e-01,9.717920309466866746e-03,9.406000874891128349e-01,6.971323928489671085e-01
8.599251106578691128e-02,1.162297468168564107e-01,8.862876647101808336e-03,9.556208598020921041e-01,6.768174298920043297e-01
2.470918469133591977e-01,8.120670775138395803e-02,1.241842354398867490e-02,9.277822878114744265e-01,7.949253135167200224e-01
2.146412667502642369e-01,5.071511005671177491e-02,2.277193807618576454e-02,9.332645406730775139e-01,6.792093333194356708e-01
2.500080295000203789e-01,8.793209513873725958e-02,1.275706147197351592e-02,9.082190763221721364e-01,6.849099643103376822e-01
1.626194343514665297e-01,1.915648528584267263e-01,2.190375254981982364e-02,9.781371986718365719e-01,7.428029150723889362e-01
3.556810523949323066e-01,1.023326486589804935e-01,1.611226040263162573e-02,9.348850826973896799e-01,6.616052464882254958e-01
6.045105656881655937e-02,9.442841680827218642e-02,5.152294084451339122e-03,9.974999145431124870e-01,6.551071480722809870e-01
1.847804450659887576e-01,1.495084888865615136e-01,8.774734258064303613e-03,9.259758824118792253e-01,6.596020405708022949e-01
2.969078329825133311e-01,7.643036709554944241e-02,2.362556090416072924e-02,9.475052680269525629e-01,6.684895468678653252e-01
3.734734328813639759e-01,8.605736602627801768e-02,1.708346892395437230e-02,9.305532200538391141e-01,7.143795293201280483e-01
1.595462191270490548e-01,6.805259858275219953e-02,2.359093717144547867e-02,9.693925374915673965e-01,7.743890965196736920e-01
2.445628620112199336e-01,3.103303131054888780e-02,1.120240040606905810e-02,9.808365919620420925e-01,7.012957839643291225e-01
3.066103640811518663e-02,1.430480336263274810e-01,1.933124756565485561e-02,9.487010730517877466e-01,7.141297121971129647e-01
7.406688879997461172e-02,1.747331518628411351e-01,2.044050319794519718e-02,9.366927557406211635e-01,7.400376639253800626e-01
3.066027169796311375e-02,1.812129371993103644e-01,2.451399205472511167e-02,9.744751319063846839e-01,6.953216638435641972e-01
3.132609026673658925e-01,1.762797846695181581e-01,5.363529663379214101e-03,9.191455044064025248e-01,7.148806818151971498e-01
1.245777265817983454e-01,9.090497668516059337e-02,2.404474430246492447e-02,9.599466338212132577e-01,7.079467530296541522e-01
3.114867294922983865e-01,5.752917224843606681e-02,1.283180435208330222e-02,9.733624460272919388e-01,7.012825312475030604e-01
2.948486170956478303e-02,1.279468261705638821e-01,2.175984811489733994e-02,9.269269611379072904e-01,7.082589754223056477e-01
3.710330063751716145e-01,1.909862774693003029e-01,1.589425836442167825e-02,9.655699340114018980e-01,6.516676565618094719e-01
3.594424549896583221e-01,1.456830789855524111e-01,1.629299086066730851e-02,9.735226145086925964e-01,7.829391002182377601e-01
3.915043076857125520e-02,9.947486375644115641e-02,1.218755776372900182e-02,9.117416629484073054e-01,7.966020196173037027e-01
1.119154127013301595e-02,1.380729063281762037e-01,2.156945180756395311e-02,9.323907484339170049e-01,7.793744287124207970e-01
2.514790076927421458e-02,1.547350445784249906e-01,1.028027141675666792e-02,9.406306047934188674e-01,6.508613411081363154e-01
3.672073442799488330e-01,1.839345830042860841e-01,1.484482772357213071e-02,9.775957397059897858e-01,7.626328320041932951e-01
1.016877968032632723e-01,1.528799350404586865e-01,1.620348997534950750e-02,9.567505132912540455e-01,7.359650258880070517e-01
2.362092533611629408e-01,8.720492057154521914e-02,1.985042186854976687e-02,9.449561473136910417e-01,6.641262366511625492e-01
1.838587631642443487e-01,5.544769717463134129e-02,1.443270674083074051e-02,9.318772448670896713e-01,7.899288702319396949e-01
3.422804507520702533e-01,1.004764512811886640e-01,1.860565797678987582e-02,9.004061367224883705e-01,7.664325693833955455e-01
2.107373713309176888e-01,6.630741097648888693e-02,1.470588192695950619e-02,9.020220090963587678e-01,6.717944429672140227e-01
2.157835006436847058e-01,1.886101539448749864e-01,1.818641273917189286e-02,9.240446225736258512e-01,7.946062144540244621e-01
4.253204420454581025e-01,1.020852028465424888e-01,1.848286952416296550e-02,9.116690605835092720e-01,6.689298129215960342e-01
6.540557984543129977e-02,9.493921085683766636e-02,1.918883121058487587e-02,9.119586597027775632e-01,7.182019817763924951e-01
3.573719897220045683e-01,7.029104741281771984e-02,2.146599587720652083e-02,9.602739624066446433e-01,6.738463598988759795e-01
2.320064086406657677e-02,1.282419910680284714e-01,1.581445121919834718e-02,9.605455323220194463e-01,6.725286192586856782e-01
2.059113221468044375e-01,1.044902044455686130e-01,8.865563277397865011e-03,9.044772109437343444e-01,7.951708607561915887e-01
3.812376394672670754e-01,2.668073565675305181e-02,1.859281683238110661e-02,9.593935251800413955e-01,7.358184172088511055e-01
2.863767912441680386e-01,1.739723543552684215e-01,6.542361669843237311e-03,9.145818594033702231e-01,6.888762376539504517e-01
2.949570717080710058e-01,7.244355359661588944e-02,9.379100449223680414e-03,9.377225734807239643e-01,7.664599056299800095e-01
1.139631140880322940e-01,8.708310756167268740e-02,2.084315057329598486e-02,9.989683859667581878e-01,7.812866598953761565e-01
1.805685854940638768e-01,4.192774427605223952e-02,1.370140288660131808e-02,9.522005363220449325e-01,7.876405905181668166e-01
1.582632762410926541e-01,1.111262433159599522e-01,1.496088335302434014e-02,9.034188013362345337e-01,7.899477456450307855e-01
2.246991371577795049e-01,1.407089574232880114e-01,2.474793836967060373e-02,9.347658201679208689e-01,7.858372744632943219e-01
1.992957820316336170e-01,1.763518988045619795e-01,9.703449716978358036e-03,9.670898158836765957e-01,7.458398593889856709e-01
1.412393929552284155e-01,1.126992532948026954e-02,5.391054990718691271e-03,9.224597884635090672e-01,7.013699974710585483e-01
1.320511827072319566e-01,1.946930500301762845e-01,7.227452190356881828e-03,9.964449236958576872e-01,7.888351516158323973e-01
1.086158905200474006e-01,1.410597306620509916e-01,9.890037193216592859e-03,9.425293697890915201e-01,6.683744792000578805e-01
1.576052689135613583e-01,5.757543819789196632e-02,1.951840048792938265e-02,9.021087306742711087e-01,6.753199722576226360e-01
6.532489403371201375e-02,4.169047624777924566e-02,2.051644063969523812e-02,9.540566164612959144e-01,7.150741310743541357e-01
3.751327455595331317e-01,5.992149581226499655e-02,1.630977908028227730e-02,9.676189624352536933e-01,6.925497413319772200e-01
2.593092190965403110e-01,1.752694245816220353e-01,1.010092797396322864e-02,9.455991177051735752e-01,7.423599221335807075e-01
5.839437657976399160e-02,5.898664446599412997e-02,1.543483789053647429e-02,9.928170839773866607e-01,7.857952884446934849e-01
2.986656543756615600e-01,9.310140577688991170e-02,5.299151118678684276e-03,9.901932167465605783e-01,7.236546989558672038e-01
3.646489147711304835e-01,1.414418727942042819e-01,1.863601885483592499e-02,9.138960073152757602e-01,7.330805890127798374e-01
1.029028033104190665e-01,1.745259828810532265e-01,1.728595110818335889e-02,9.079948167344457088e-01,7.134700593471638985e-01
6.560765497068621332e-02,1.320556613068747387e-01,5.435930787630871390e-03,9.312308997430790436e-01,7.561353739963908582e-01
4.696803310379631113e-03,1.508687301103501244e-01,2.134023267265591425e-02,9.608132662267686586e-01,6.651033169769321463e-01
2.127039536943211087e-02,3.549203246289516639e-02,2.026853070324243639e-02,9.601595314315339857e-01,6.572884828889842268e-01
3.280058284222064913e-01,1.756041577105366402e-01,1.116447491136626259e-02,9.271643099725023207e-01,7.462007711649745190e-01
4.245029364458866583e-01,5.586811754000402253e-02,1.770753301264612126e-02,9.951100546777000844e-01,7.302317817731227567e-01
2.025365834232266404e-02,2.654725464724662712e-02,1.702985926929946256e-02,9.307331716715534498e-01,7.111037043529067070e-01
3.219224414452739325e-01,1.952726137777932025e-01,7.863605584537405532e-03,9.804199436101156406e-01,7.000988962818758266e-01
3.182886914577186255e-02,4.112634516537803930e-02,8.865186022287316683e-03,9.831980180584701801e-01,6.577711166064688086e-01
2.550249818836730631e-01,2.819374204551731988e-02,1.866412272456259222e-02,9.098435018927342188e-01,7.520834243620997395e-01
3.253562961617140203e-01,1.255781591202555225e-01,2.367103292540017126e-02,9.232552912180852500e-01,7.132201303731076081e-01
1.550986864278594557e-01,6.445376674972295994e-02,1.652568641397506380e-02,9.215191507950243333e-01,7.167902059279425142e-01
5.690995356474742861e-03,2.753649183091817082e-02,1.635626291119089692e-02,9.919651316774800165e-01,7.840167277117837674e-01
2.563362320618077228e-01,1.206231023259593388e-01,1.793363389407677186e-02,9.351104923938935443e-01,7.606321823785218150e-01
4.262439454720718945e-01,1.520380602172248796e-01,1.381156600356257813e-02,9.836471333391507699e-01,6.829164723039937712e-01
1.115178743977146836e-01,1.588464764672241625e-01,6.083440870026875051e-03,9.478018002177275303e-01,7.485749744782674853e-01
8.229175791331558298e-02,3.194700760144220109e-02,1.293007693449394271e-02,9.457219044194020707e-01,6.698382977755487078e-01
5.416420799125791496e-02,1.118165465200485070e-01,2.300504420235779598e-02,9.903421357593243934e-01,6.791095801778215257e-01
2.392046609371240584e-01,1.629219957656106721e-01,2.109893600783097067e-02,9.440901407194427497e-01,7.571223861098652641e-01
2.568749476255572373e-01,3.305631527341286457e-02,2.354847137154130951e-02,9.744851917230926697e-01,6.688835627374846160e-01
3.408841891461026341e-01,4.232876810236430726e-02,8.056631702648212046e-03,9.424377501790367484e-01,6.920290927056467201e-01
3.240684343831986558e-01,1.479868088903846376e-03,1.511915514077659048e-02,9.101869736576312375e-01,7.847090401975309604e-01
3.839003012670924031e-01,1.054021971226623416e-01,1.669456309625887494e-02,9.053094794497448250e-01,7.607473217422319189e-01
3.466764875888472819e-01,3.974165767552823719e-02,9.198510199859490089e-03,9.208240176978698122e-01,7.894189276461529570e-01
1.070775786410816666e-01,1.451242725696529345e-01,9.019404785379402101e-03,9.722268036227104115e-01,7.822750012941805942e-01
2.394714066917014994e-01,1.924805572679035570e-01,2.064065865285604623e-02,9.373649720100494243e-01,6.968869132962969282e-01
1.285897304511458006e-01,4.254234231081498174e-02,1.843703834104413325e-02,9.454107581387525272e-01,7.448566151721555118e-01
1.424779278275945527e-01,1.301703053409430100e-01,1.794375073630320380e-02,9.101876398517548816e-01,7.068043517182660551e-01
4.008041343996684436e-01,4.315505783024376624e-02,1.033974915966029764e-02,9.623037599788060170e-01,7.545656497439164889e-01
2.935333432737745607e-01,4.583364936961095877e-03,1.513538848494413655e-02,9.803448210401951579e-01,7.022685532476369286e-01
4.190992872847243977e-01,1.519522846487023904e-01,5.461399069786557203e-03,9.624683244004361704e-01,6.501976057820089139e-01
1.798554782523413831e-01,8.736693065352767185e-02,7.598921052008558719e-03,9.984614081825305965e-01,6.640907322757678699e-01
2.315607189688559386e-01,1.894105854414159795e-01,1.536501725521582581e-02,9.016341391512471271e-01,7.656518489334160904e-01
2.099725151441449167e-01,1.073228905465377081e-01,1.119344551263825628e-02,9.015669827250520907e-01,6.626007867158392184e-01
4.702614767767884785e-02,3.233909092616111397e-02,2.431339513793033189e-02,9.500005603115040387e-01,7.399134024860364311e-01
1.025451556519128282e-01,9.050511391765830860e-02,1.442969446534021413e-02,9.266408058877056986e-01,7.786667768538788614e-01
2.273559986993228532e-01,4.137546716639728395e-02,6.671283127137013665e-03,9.686510405351004271e-01,7.611651855263169564e-01
2.990357690205967811e-02,1.757278252646283234e-01,5.356846945106248647e-03,9.793210153553132402e-01,7.120158192229311123e-01
4.005971676735134990e-01,1.384897329966174317e-01,1.950515747695342680e-02,9.102435908782999796e-01,6.812906322939730197e-01
5.412893955370607496e-02,6.890652212628602113e-02,8.430134761006277677e-03,9.917338202746235343e-01,7.883806231612742188e-01
8.593374021285314635e-02,1.060362442386209442e-01,8.756247380101181421e-03,9.029922937806100780e-01,7.349599522677590091e-01
3.293228050696750953e-01,1.342265574543926587e-01,1.347614445281342110e-02,9.688403927794496662e-01,7.108130088900583843e-01
4.258491842761558122e-02,1.567886856124396378e-01,1.028121178306929187e-02,9.384500766257288795e-01,7.913086548534917775e-01
3.872193047350105943e-01,1.694929476423779821e-02,1.733154159492378971e-02,9.667439212809882942e-01,6.822526615807866790e-01
3.123257164399677599e-01,5.481249557054110842e-03,1.471385014447527603e-02,9.097636321610896859e-01,7.163422808680433018e-01
3.043834769970046872e-02,2.377608673680807472e-02,7.229012029544601078e-03,9.937080319438789111e-01,6.662968563745259587e-01
2.978023892915450666e-01,7.960426572434003978e-02,2.069481695818897043e-02,9.937408339840018145e-01,6.687320391349307336e-01
2.719686445914953343e-01,9.387461540633632029e-02,1.351717708828496095e-02,9.519400814176112169e-01,7.097894383995253520e-01
3.259029066454250945e-01,2.815586441255582897e-02,1.721668639178601176e-02,9.509584534065145256e-01,7.549490533977649687e-01
3.562968787179250918e-01,8.281947444202145125e-02,5.078846650653634845e-03,9.634808187813704849e-01,7.008340916231274864e-01
3.091723916012835138e-01,8.888293448600427527e-02,1.752800066873074283e-02,9.580068950547537820e-01,7.534396958904503450e-01
2.524696306712469474e-01,2.270890277181985412e-02,1.065699714061868822e-02,9.543546566827511013e-01,7.707785703878589079e-01
1.393367636715826252e-01,1.834153320789510822e-01,1.488741486419986951e-02,9.589191148885933824e-01,7.816366871980005016e-01
3.001304009250395644e-01,1.202300395899538188e-01,1.095441207642579469e-02,9.858630172178669548e-01,6.567079256080605720e-01
4.115408098066044018e-01,7.831857056080014645e-02,2.492521489284485817e-02,9.611066779580784702e-01,7.660597482459637897e-01
2.530468438468870818e-01,1.018745295109691335e-01,9.616846294232470060e-03,9.195834354796744714e-01,6.720713183336027852e-01
2.860039485582949181e-01,6.352529980729254566e-02,2.325719202978513214e-02,9.913912040379208035e-01,7.547393439949001692e-01
1.885279301037145194e-01,1.710118752972740186e-01,2.335933263659834003e-02,9.215960618582845765e-01,7.057493698400002513e-01
3.253758273797788814e-01,1.154279932721322399e-01,1.342001305868735506e-02,9.165161694791025271e-01,7.561689946542292651e-01
4.289993113132747893e-01,9.948426706431515165e-02,1.108006231046712586e-02,9.997057829063861201e-01,6.820736366761995795e-01
6.980702002505878578e-02,1.822661952160239407e-01,1.262071093797582227e-02,9.213416694453028244e-01,7.467486078351492917e-01
8.783186490711403227e-02,1.677579599485794770e-01,2.478678174783596061e-02,9.100093358659407938e-01,6.688271130592911007e-01
2.324187984670230689e-01,1.627475763937440423e-01,1.737592454675212367e-02,9.562007210869301055e-01,6.754618321485210686e-01
2.075100454252513660e-01,4.589623164213699202e-02,1.589560475641276990e-02,9.827193743674993431e-01,7.421692887746840217e-01
2.462034375533823649e-01,3.147149918220299575e-02,5.718357626788545846e-03,9.060750719863301939e-01,7.005157237475541088e-01
2.205276647371313611e-02,1.383292074228368029e-01,2.195686060794051556e-02,9.490104175218273541e-01,7.555667109670712867e-01
1.744345997657625880e-01,9.425980901193778405e-02,6.676109116143980234e-03,9.068502340456989774e-01,7.527739153104031633e-01
2.510976744261255722e-01,1.370588298784118642e-01,5.939447340687627024e-03,9.428691117889282935e-01,7.432450985382618169e-01
2.520470897098289753e-01,1.523648191901121607e-01,1.049716172235983999e-02,9.343960128770325557e-01,7.595810811851476663e-01
2.829962695986322774e-01,5.976738796160543932e-02,1.451577210115036556e-02,9.137129418133056458e-01,7.690902860995496582e-01
3.099726764421427694e-01,5.764543619143893544e-02,2.290577920008800977e-02,9.931021023430215422e-01,7.867134923707737038e-01
2.762237502332274830e-01,9.867548168537855491e-02,2.080157598165677246e-02,9.634886979452363942e-01,6.620773744222639978e-01
3.400143136620676354e-01,5.543631339177297612e-02,8.952642890116858931e-03,9.843056300578206796e-01,7.357323522167674712e-01
2.690223122796898125e-01,1.337917599272237246e-01,1.244159056854553073e-02,9.905944529181509584e-01,7.623165250430601336e-01
2.315907872284607150e-01,1.495993587302626437e-01,2.060480529237765368e-02,9.930185330988487991e-01,6.825412185004816612e-01
2.610582679928708516e-01,9.493575026459563637e-02,1.554184894938194852e-02,9.748114616369378815e-01,6.895431714465418693e-01
4.441195433717957941e-02,1.450361533541300041e-01,8.489838840481584922e-03,9.306948315234196967e-01,6.900446516503131456e-01
1.181841559712480672e-01,1.025770762450844698e-01,1.292110405356666769e-02,9.828932618855353853e-01,7.358499457211777894e-01
2.272545059023382830e-01,1.428614726714348415e-01,1.751871609019413703e-02,9.520182911482070187e-01,7.049255852698490532e-01
3.755115154073323525e-01,4.576868131134934070e-02,2.446451349617669718e-02,9.271653921826770173e-01,7.499142110182398513e-01
2.923131176475490256e-01,1.480297661406753673e-01,1.823624109712818075e-02,9.385773809993920302e-01,7.415359522951905369e-01
3.978506566444406367e-02,1.433096806679465540e-01,5.323903244627939055e-03,9.301223530773108372e-01,7.485667749654573155e-01
2.550859537406494626e-01,5.405453570278635073e-02,1.910016553265056483e-02,9.466204040003027842e-01,6.878476425213839729e-01
9.612559669631545733e-02,1.116382272169948314e-01,1.001729614914461004e-02,9.781335138120912376e-01,7.651057063734495456e-01
3.158931041493621139e-01,1.712070219070059296e-01,2.224317828427629928e-02,9.484867341842533328e-01,7.496053326153041541e-01
3.559721257262525307e-01,5.065500674751535759e-02,1.267779816452277095e-02,9.267858578090981680e-01,6.695974418947177043e-01
2.555927409410985729e-01,1.474599770189206072e-01,8.992300755086005820e-03,9.087403074679031301e-01,6.800259278613599578e-01
2.546945595834834708e-01,1.908393767122305296e-01,1.435894373020469086e-02,9.855756087129599052e-01,6.951447719459697971e-01
1.462557291374392276e-01,1.733821420317554207e-01,1.010395948630011045e-02,9.417368606776345130e-01,7.904062261758096897e-01
1.924412590782017263e-01,8.090249645337496687e-02,9.716429769957011728e-03,9.441922545374618059e-01,6.989524795406349966e-01
3.717024837867831666e-01,1.218343388646395548e-01,1.646523601546985918e-02,9.763721570232571922e-01,6.529818623997979410e-01
3.113044219849101513e-01,1.983622567162880712e-01,2.034692541701758894e-02,9.849726495864810083e-01,6.712438606488274617e-01
2.239743200095166697e-01,1.141190448637679766e-01,2.169908748319751210e-02,9.511144907974670160e-01,6.548257735476219477e-01
1.589716937005511421e-01,2.389049288364295323e-02,1.295339740940782206e-02,9.632367833808587188e-01,7.104258866214825385e-01
2.261290772578981867e-02,1.004072020097342144e-02,6.336075271938785766e-03,9.239156700538984079e-01,7.695730101454556493e-01
6.235017516901921603e-02,1.582725874390616683e-01,1.467949996931106754e-02,9.935067945566026237e-01,7.175653670883505031e-01
8.380780631239000134e-02,8.530203675496739191e-02,1.367562954056771723e-02,9.567921268061742035e-01,7.758491202189720104e-01
1.611815400579714452e-01,5.011576523520969162e-02,8.939578965060788335e-03,9.719604890495192606e-01,6.571293982041106485e-01
4.060376245957217911e-01,7.018673410152845293e-02,2.292289802288240488e-02,9.114213054352571231e-01,7.204584296217145800e-01
2.177108063944031835e-01,1.517172004427440046e-01,2.448296506041377704e-02,9.636920952357717063e-01,7.680613058194132314e-01
1.017464300382101283e-01,9.358421979113200340e-02,6.034943760661628381e-03,9.368949782403532822e-01,7.512083326480926138e-01
4.636680897098953424e-02,1.738313990126494346e-01,2.091492759714864980e-02,9.450062975178490365e-01,7.779238305710700629e-01
1.461330700546715766e-01,1.472501921667621616e-01,1.791433115883077354e-02,9.682162032342402913e-01,6.910752085864363403e-01
3.509484426514034028e-01,1.948288159386395990e-01,1.022872516331816035e-02,9.796327543208445121e-01,7.251276194432073607e-01
1.654540583731078929e-01,1.778122495911788337e-01,1.770312236565626043e-02,9.349365238335032302e-01,7.515317867513342520e-01
3.324049907836153506e-01,5.165489514541582450e-02,7.572863833669490202e-03,9.873236852234630323e-01,6.752734934238181497e-01
3.453604347584310341e-01,1.321527873277081044e-01,6.388130165949945302e-03,9.218990304191695406e-01,7.723710072015556038e-01
4.854211020074407357e-02,5.088063871100632039e-03,2.486978150104520932e-02,9.562898233262617786e-01,6.967205076186459012e-01
2.621150338768902244e-01,1.982302381614900744e-01,1.772739716917320213e-02,9.151265480334739300e-01,6.639960955873542847e-01
4.124522111862065077e-01,5.294021565171672106e-02,1.006445249066467013e-02,9.289249772394386762e-01,7.648551936022941478e-01
1.735172341336246316e-01,1.332942236310932227e-01,1.400067911807531887e-02,9.895411469397259463e-01,7.557526969597970767e-01
2.285501418229655621e-02,1.699815706187134956e-01,2.400176364595681122e-02,9.011556776074954866e-01,7.825519629926659393e-01
3.970968541206298941e-01,3.293246788286632171e-02,1.377450136773619369e-02,9.915611188645446772e-01,7.838112118155686758e-01
3.800928347945951580e-01,1.697279892192853634e-01,2.300889064004688414e-02,9.328402033913860691e-01,6.917788676872366205e-01
2.249986808526617810e-01,3.436887492373662690e-03,2.237618395956923398e-02,9.695795419877084598e-01,7.462044162826729776e-01
